Place	Bib	Name	First name	Last name	Distance	Time	Lap 1	Lap 2	Lap 3	Difference	% Back	% Winning	% Average	% Median
37	37	Jeff Murray	Jeff	Murray	Full	1:08:49.0	12:14.9	33:23.0	23:11.1	+47:54.2	+229.06%	30.39%	-7.36%	-10.22%
38	259	Kylie Gibson	Kylie	Gibson	Full	1:09:03.5	10:29.8	35:39.1	22:54.6	+48:08.7	+230.21%	30.28%	-7.74%	-10.61%
39	162	Peter Stowe	Peter	Stowe	Full	1:09:13.1	10:19.3	36:31.1	22:22.8	+48:18.3	+230.98%	30.21%	-7.99%	-10.87%
40	233	Kat Miller	Kat	Miller	Full	1:09:26.8	11:14.9	34:10.9	24:01.0	+48:32.0	+232.07%	30.11%	-8.34%	-11.23%
41	248	Philip Salter	Philip	Salter	Full	1:09:31.7	12:07.1	31:58.8	25:25.8	+48:36.9	+232.46%	30.08%	-8.47%	-11.36%
42	32	Guy Davoren	Guy	Davoren	Full	1:11:55.1	11:10.8	37:55.5	22:48.9	+51:00.3	+243.89%	29.08%	-12.20%	-15.19%
43	18	Hollie Robards	Hollie	Robards	Full	1:12:15.6	9:06.8	37:01.6	26:07.2	+51:20.8	+245.52%	28.94%	-12.73%	-15.74%
44	86	Warren Copping	Warren	Copping	Full	1:12:16.9	11:50.4	34:30.5	25:56.0	+51:22.1	+245.62%	28.93%	-12.77%	-15.77%
45	110	Rowena Smith	Rowena	Smith	Full	1:13:15.3	12:17.0	36:21.2	24:37.0	+52:20.5	+250.28%	28.55%	-14.28%	-17.33%
46	12	Peter Serone	Peter	Serone	Full	1:14:24.0	11:02.7	37:15.9	26:05.4	+53:29.2	+255.75%	28.11%	-16.07%	-19.17%
47	182	Sharyn Klein	Sharyn	Klein	Full	1:15:25.7	9:24.8	34:49.1	31:11.8	+54:30.9	+260.67%	27.73%	-17.67%	-20.81%
48	107	Marcel Van Kampen	Marcel	Van Kampen	Full	1:17:50.0	8:09.0	29:55.2	39:45.8	+56:55.2	+272.17%	26.87%	-21.43%	-24.67%
49	250	Helen Murphy	Helen	Murphy	Full	1:18:30.6	9:38.4	37:40.8	31:11.4	+57:35.8	+275.41%	26.64%	-22.48%	-25.75%
50	130	Melanie Duff	Melanie	Duff	Full	1:19:46.1	11:16.8	43:24.9	25:04.4	+58:51.3	+281.42%	26.22%	-24.45%	-27.77%
51	218	Trudy Gadaleta	Trudy	Gadaleta	Full	1:23:00.7	13:28.3	41:26.9	28:05.5	+1:02:05.9	+296.93%	25.19%	-29.51%	-32.96%
52	70	Kev Bannerman	Kev	Bannerman	Full	1:23:35.8	8:56.7	35:45.1	38:54.0	+1:02:41.0	+299.73%	25.02%	-30.42%	-33.90%
53	281	Carol Ririnui	Carol	Ririnui	Full	1:23:36.8	11:20.0	43:36.5	28:40.3	+1:02:42.0	+299.81%	25.01%	-30.44%	-33.92%
54	84	Wendy Wise	Wendy	Wise	Full	1:23:49.4	12:33.7	39:59.5	31:16.2	+1:02:54.6	+300.81%	24.95%	-30.77%	-34.26%
55	3	Val Lambard	Val	Lambard	Full	1:30:25.1	11:51.4	40:03.7	38:30.0	+1:09:30.3	+332.35%	23.13%	-41.06%	-44.82%
56	76	Gregory Freeman	Gregory	Freeman	Full	1:35:57.4	13:15.9	47:06.4	35:35.1	+1:15:02.6	+358.83%	21.79%	-49.70%	-53.69%
-	125	Ryan Bray	Ryan	Bray	Full	DNF	8:04.6	27:04.1	-	-	-	-	-	-
-	9	Stuart Crawford	Stuart	Crawford	Full	DNS				-	-	-	-	-
-	10	Virginia Jones	Virginia	Jones	Full	DNS				-	-	-	-	-
-	39	Vaughan Skelly	Vaughan	Skelly	Full	DNS				-	-	-	-	-
-	99	Scott Styman	Scott	Styman	Full	DNS				-	-	-	-	-
-	106	Tim Eade	Tim	Eade	Full	DNS				-	-	-	-	-
-	159	Simon Harradence	Simon	Harradence	Full	DNS				-	-	-	-	-
-	240	Sally Kingston	Sally	Kingston	Full	DNS				-	-	-	-	-
