Place	Bib	Name	First name	Last name	Distance	Time	Lap 1	Lap 2	Lap 3	Difference	% Back	% Winning	% Average	% Median
-	9	Stuart Crawford	Stuart	Crawford	Full	DNF	-	-	-	-	-	-	-	-
-	18	Hollie Robards	Hollie	Robards	Full	DNF	-	-	-	-	-	-	-	-
-	5	Jenny SCAYSBROOK	Jenny	SCAYSBROOK	Full	DNS				-	-	-	-	-
-	31	Christian Andrews	Christian	Andrews	Full	DNS				-	-	-	-	-
-	39	Vaughan SKELLY	Vaughan	SKELLY	Full	DNS				-	-	-	-	-
-	97	Kaleb Robards	Kaleb	Robards	Full	DNS				-	-	-	-	-
-	139	Matthew Stanley	Matthew	Stanley	Full	DNS				-	-	-	-	-
-	145	Nick O'Reilly	Nick	O'Reilly	Full	DNS				-	-	-	-	-
-	234	Andrew Miller	Andrew	Miller	Full	DNS				-	-	-	-	-
-	263	Katie Glynn	Katie	Glynn	Full	DNS				-	-	-	-	-
